address,pred-POI,truth-POI,pred-building,truth-building,pred-unit,truth-unit,pred-floor,truth-floor,pred-room,truth-room
品品香福鼎白茶深圳旗舰店(长顺路店) (l108),品品香福鼎白茶深圳旗舰店(长顺路店),品品香福鼎白茶深圳旗舰店(长顺路店),l,,,,1,1,108,l108
星河领创天下 (星河领创天下二期二楼225),星河领创天下二期,星河领创天下二期,,,,,2,二楼,225,225
陶吓新村-216栋 (216号2楼),陶吓新村,陶吓新村,216栋,216栋,,,2楼,2楼,,
远洋新天地二期 (9栋和中心c802),远洋新天地二期,远洋新天地二期,9栋,9栋,c,,8,8,802,c802
hbc汇隆中心 (hbc汇隆中心2号楼40层(35楼转40楼)全棉时代公司),hbc汇隆中心,hbc汇隆中心 ,2号楼,2号楼,,,40层35,40层,,
罗兰数字音乐教育 架子鼓钢琴(龙岗校区) (b1-24),罗兰数字音乐教育 架子鼓钢琴(龙岗校区),罗兰数字音乐教育 架子鼓钢琴(龙岗校区),b1,,,,,,24,
深圳市龙华区手牵手康复中心 (旁边咖啡店旁边中海地产办公室),深圳市龙华区手牵手康复中心 (旁边咖啡店旁边中海地产办公室),深圳市龙华区手牵手康复中心,,,,,,,,
莱蒙·水榭春天-10栋 (10h),莱蒙·水榭春天,莱蒙·水榭春天,0栋,栋,,,110,10,h,h
龙光玖钻 (5a美团外卖柜),龙光玖钻团,龙光玖钻,5a,5a,,,,,外卖柜,外卖柜
深国际华南数字谷-a栋 (9楼 外卖可以上楼 ),深国际华南数字谷,深国际华南数字谷,a栋,a栋,,,9楼,9,,
雅星大厦 (106 ),雅星大厦,雅星大厦,,,,,1,,106,106
元芬新村-108栋 (微棠t108栋1004),元芬新村,元芬新村,0栋,8栋,,,18,10,1004,1004
星河worldc座 (星河world二期c座33楼046),星河world二期,星河world二期,c座,c座,,,33,33,046,46
优品文化创意园 (一栋拓普加电子商务有限公司),优品文化创意园,优品文化创意园 (一栋拓普加电子商务有限公司),一栋,,,,,,,
民乐新村-85号楼 (民乐新村85栋501),民乐新村,民乐新村,85栋,85栋,,,,5,501,501
龙塘新村 (龙塘新村22栋8908),龙塘新村,龙塘新村,22栋,22栋,,8,89,9,8908,908
佳得宝家居建材博览中心-2号门 (2楼电梯口招商中心),佳得宝家居建材博览中心-2号门,佳得宝家居建材博览中心-2号门,,,,,,2楼,,
东海王大厦-f栋 (3楼以学教育),东海王大厦,东海王大厦,f栋,f栋,,,3楼,3,,
华业玫瑰四季 (1期馨园1栋1座2单元9b(人民路 北门)),华业玫瑰四季 (1期馨园),华业玫瑰四季,1栋1座,1栋1座,2单元,2单元,9,9,b,b
老川味江油肥肠(龙岗光雅园店) (天下客对面公寓光雅园2号602),老川味江油肥肠(龙岗光雅园店)天下客对面公寓光雅园2号),老川味江油肥肠(龙岗光雅园店) ,,2号,,,6,6,602,602
横岭4区-79栋 (11楼1102),横岭4区,横岭4区,79栋,79栋,,,11,11楼,1102,1102
星河world-g座 (2楼),星河world,星河world,g座,g座,,,2楼,2,,
龙塘村北三巷-10栋 (403房),龙塘村北三巷,龙塘村北三巷,10栋,10栋,,,4,4,403房,403
南源商业大厦 (8楼801-楼下是珠江村镇银行),南源商业大厦,南源商业大厦,,,,,8楼,8,801,801
安宏基天曜广场-a栋 (24楼星云智联),安宏基天曜广场,安宏基天曜广场,a栋,a栋,,,24楼,24,,
深圳市柠檬树科技有限公司 (深圳市柠檬树科技有限公司1栋3楼(送上来放茶水间)),深圳市柠檬树科技有限公司,深圳市柠檬树科技有限公司,1栋,1栋,,,3楼,3,,
佳兆业·水岸新都4、5期 (40栋a406),佳兆业·水岸新都4、5期,佳兆业·水岸新都、5期,40栋,40栋,a,a,,4,406,406
九号智能电动车(五和大道店) (2721号(71号楼)407),九号智能电动车(五和大道店),九号智能电动车(五和大道店),271,71号楼,,,4,4,407,407
星河丹堤e区 (e2-2-903),星河丹堤e区,星河丹堤e区,e2,e,2,2,9,9,903,903
简上村二区 (二区63-64栋208),简上村二区,简上村二区,664栋,63-64栋,,,2,2,208,208
百泰黄金珠宝大厦 (1号楼),百泰黄金珠宝大厦,百泰黄金珠宝大厦 ,1号楼,1号楼,,,,,,
民乐新村万家灯火-1栋 (万家灯火一栋五单元  219),民乐新村万家灯火,民乐新村万家灯火,1栋,一栋,,五单元,2,2,219,219
华荣楼-华荣楼 (侨联东华荣楼),华荣楼华荣楼 (侨联东华荣楼),华荣楼-华荣楼 (侨联东华荣楼),,,,,,,,
金地上塘道2期 (11栋2单元11c),金地上塘道2期,金地上塘道2期 ,11栋,栋,2单元,2单元,11,11,c,c
四季家园 (永香路2巷6号11楼),四季家园 (永香路2巷6号),四季家园 (永香路2巷6号),,,,,11楼,11,,
深北动车所地区单身宿舍新公寓-2号楼 (出口旁),深北动车所地区单身宿舍新公寓出口旁),深北动车所地区单身宿舍新公寓,2号楼,2号楼,,,,,,
费大厨辣椒炒肉(龙华天虹购物中心店) (费大厨),费大厨辣椒炒肉(龙华天虹购物中心店) (费大厨),费大厨辣椒炒肉(龙华天虹购物中心店) ,,,,,,,,
京基·御景峰 (5栋29楼5室(放门口就行，不用按门铃和打电话。谢谢)),京基·御景峰,京基·御景峰,5栋,栋,,,29楼,29,,5
坂田创意园y1 (313号),坂田创意园,坂田创意园y1 ,y1,,,,3,3,313,313
比亚迪宝龙厂-主门 (主门),比亚迪宝龙厂-主门 (主门),比亚迪宝龙厂-主门 ,,,,,,,,
色彩纯姬美容会所中心(天虹店) (花半里色彩纯姬),色彩纯姬美容会所中心(天虹店) (花半里色彩纯姬),色彩纯姬美容会所 ,,,,,,,,
深圳细刻网络科技有限公司 (6栋a(3楼货架)),深圳细刻网络科技有限公司,深圳细刻网络科技有限公司,6栋,6栋a,a,,3楼,3,,
半开小满(暂停营业) (东边新村a区14栋403),半开小满停营业)(东边新村a区),半开小满(暂停营业),栋,1栋,,,14,4,403,403
沃尔玛(深圳龙华人民南路店) (扶梯下来往右再往左悦刻电子烟),沃尔玛(深圳龙华人民南路店) ,沃尔玛(深圳龙华人民南路店) (扶梯下来往右再往左悦刻电子烟),,,,,,,,
莱蒙水榭春天二期 (6栋文竹苑1单元17c),莱蒙水榭春天二期,莱蒙水榭春天二期 ,6栋,6栋,1单元,1单元,17,17,c,c
星河world·coco park (古德菲力健身房前台),星河world·coco park,星河world·coco park (古德菲力健身房前台),,,,,,,,
manse公寓 (对面四巷13号楼1003),manse公寓 (对面四巷),manse公寓 (对面四巷),13号楼,13号楼,,,0,10,1003,1003
1985园中园 (8号楼307),1985园中园,1985园中园 ,8号楼,8号楼,,,3,3,307,307
春华四季园9栋 (2单元10b),春华四季园,春华四季园,9栋,9栋,2单元,2,10,10,b,b
东明大厦(民康路) (7楼712),东明大厦(民康路),东明大厦(民康路) ,,,,,7楼,7,712,712
万科·金域华府一期-6号楼 (6栋1301),万科·金域华府一期,万科·金域华府一期,6号楼6栋,6号楼,,,13,13,1301,1301
大发埔东村七巷-9号楼 (101(是10号楼一楼门店101)找不到打我电话),大发埔东村七巷,大发埔东村七巷,9号楼,9号楼,,,一楼,1,101101,101
星美电竞(坂田店) (44号机),星美电竞(坂田店),星美电竞(坂田店) ,,,,,,,,44号
1970科技小镇 (1970科技小镇8栋1楼101),1970科技小镇,970科技小镇,8栋,8栋,,,1楼,1,101,101
金马商业中心 (一楼101号铺),金马商业中心,金马商业中心,,,,,一楼,1,101,101
万科·金域华府(新区大道) (1期-3栋-1401),万科·金域华府(新区大道),万科·金域华府(新区大道) (1期),3栋,3栋,,,14,14,1401,1401
悦龙华府二期 (悦龙华府二期),悦龙华府二期 ,悦龙华府二期,,,,,,,,
广发银行(深圳分行坂田支行) (广发银行坂田支行),广发银行(深圳分行坂田支行),广发银行(深圳分行坂田支行) (广发银行坂田支行),,,,,,,,
大发埔东村七巷-4号楼 (七巷4栋1208),大发埔东村七巷,大发埔东村七巷,4栋,4号楼,,,12,12,1208,1208
深圳市奥拓朗科技有限公司 (伟朋大厦后面白色这栋楼 四楼前台),深圳市奥拓朗科技有限公司(伟朋大厦,深圳市奥拓朗科技有限公司,,,,,四楼,四楼,,
简上新村-综合楼 (502中益名浩(电梯上5楼)),简上新村综合楼,简上新村-综合楼,,,,,5,5楼,502,502
白石龙村-西北门 (白石龙一区蓝牌3栋608),白石龙村-西北门,白石龙一区,3栋,3栋,,,6,6,608,608
天虹商场(民治店) (民治街道天虹商场58号四楼特步),天虹商场(民治店),天虹商场 (民治街道天虹商场58号),58号,,,,四楼,四楼,,
金方华电商产业园(雅园路)-6栋 (一楼 际客国际 b101-102),金方华电商产业园(雅园路),金方华电商产业园(雅园路),6栋,6栋,,,一楼1,一楼,11-102,b101-102
万科星火online-6栋 (4楼 410-1),万科星火online,万科星火online,6栋,6栋,,,4楼,4,410-1,410-1
万科璞悦山 (别墅区1402),万科璞悦山 (别墅区),万科璞悦山 ,,,,,14,14,1402,1402
星河world1期-a座 (深圳市龙岗区坂田街道雅宝路1号星河world a座21楼),星河world1期(深圳市龙岗区坂田街道雅宝路1号星河world),星河world1期,a座,a座,,,21楼,21楼,,
龙湖春江天玺 (龙湖春江 天玺1a1803 ),龙湖春江天玺,龙湖春江天玺,1,1a,a,,18,18,1803,1803
坂田创意园y1 (4楼10-11号宠控创新),坂田创意园,坂田创意园,y1,y1,,,4楼,4,01,
生物医药创新产业园1号楼1-2 (坪山区坑梓街道金辉路14号深圳生物医药产业园1号楼1-2上6楼),,坪山区坑梓街道金辉路14号深圳生物医药产业园,1号楼,1号楼,,,6楼,6,1,
万科四季花城-樱花苑 (b22),万科四季花城-樱花苑,万科四季花城-樱花苑,b2,,,,,,2,22
1970科技园-3号楼 (106进门右手架子上),1970科技园,970科技园,3号楼,3号楼,,,,1,106,106
中航·阳光新苑 (5栋4单元1b),中航·阳光新苑,中航·阳光新苑 ,5栋,5栋,4单元,4单元,1,1,b,b
华业玫瑰四季1期 (华业玫瑰四季一期1-2-2-14d),华业玫瑰四季1期,华业玫瑰四季一期,,1-,122,2,14,14,d,d
布龙路448 (综合楼3楼巡查事业部),布龙路448,布龙路448 (综合楼),,,,,3楼,3,,
新亚洲花园 (11栋2单元11a),新亚洲花园,新亚洲花园,11栋,栋,2单元,2单元,11,11,a,a
东二村 (东二村三巷四号206),(东二村三巷四号,东二村 (东二村三巷四号),,,,,2,2,206,206
天昊华庭 (14栋(c5栋)2007),天昊华庭,天昊华庭,14栋c5栋,14栋(c5栋),,,20,20,2007,2007
深圳市柠檬树科技有限公司 (坂田街道南坑村水库路2号1栋6楼电梯出口架子上(柠檬树)),深圳市柠檬树科技有限公司 (坂田街道南坑村水库路2号,深圳市柠檬树科技有限公司 (坂田街道南坑村水库路2号),1栋,1栋,,,6楼,6,,
大发埔东村五巷-4号楼 (4003),大发埔东村五巷,大发埔东村五巷,号楼,4号楼,,,440,40,4003,4003
星河2期c座 (星河world 二期 c栋403a),星河2期(星河world 二期,星河2期,c栋,c座,,,4,4,403a,403a
兴宇大厦-a座 (龙华民治街道兴宇大厦a座6楼),兴宇大厦龙华民治街道兴宇大厦,龙华民治街道兴宇大厦,a座,a座,,,6,6,,
融创智汇大厦-a栋 (a座22楼),融创智汇大厦,融创智汇大厦,a栋,a栋,,,22楼,22,,
hbc汇隆中心 (42楼稳健前台),hbc汇隆中心,hbc汇隆中心,,,,,42,42楼,,
星河·银湖谷 (3b2905),星河·银湖谷,星河·银湖谷,3b,3,,b,29,29,2905,2905
光浩国际中心美食城 (龙华新区光浩国际中心a座25l),光浩国际中心美食城 (龙华新区光浩国际中心),光浩国际中心美食城,a座,a座,,,25,2,l,25l
深圳市生物医药创新产业园-西南门 (10号楼16楼),深圳市生物医药创新产业园-西南门,深圳市生物医药创新产业园-西南门 ,10号楼,10号楼,,,16楼,16楼,,
潜龙曼海宁花园南区 (1栋10b),潜龙曼海宁花园南区,潜龙曼海宁花园南区 ,1栋,1栋,,,10,10,b,b
南星河world二期-e座 (16楼),南星河world二期,南星河world二期,e座,e座,,,16楼,16,,
悦湖大厦 (c座15c8),悦湖大厦,悦湖大厦,c座,c座,,,15,15,c8,15c8
金地龙城中央二期-2b栋 (2栋b座1101),金地龙城中央二期,金地龙城中央二期,2b栋,2栋b座,,,11,11,1101,1101
白石龙2区 (22栋德彩公寓 6004),白石龙2区,白石龙2区 德彩公寓,22栋,22栋,,,60,6,6004,6004
民乐老村 (27栋5楼501),民乐老村,民乐老村,27栋,27栋,,,5楼,5,501,501
十二橡树庄园2期 (m5杠2大厅桌子上(不用打电话)),十二橡树庄园2期,十二橡树庄园2期 ,m,,,,,,,
龙华区科技创新中心-25座 (a门),龙华区科技创新中心,龙华区科技创新中心,25座,25座,,,,,a,
深圳北行车公寓 (新宿舍楼),深圳北行车公寓 (新宿舍),深圳北行车公寓 (新宿舍楼),楼,,,,,,,
四季花城海棠苑l座 (301室),四季花城海棠苑,四季花城海棠苑,l座,l座,,,3,3,301室,301
锦尚商业楼 (6楼),锦尚商业楼,锦尚商业楼 ,,,,,6,6,,
松仔园 (4区13栋安宏基礼遇三店505房，1楼门禁密码1578＃),松仔园安基礼遇三店),松仔园 (4区),13栋,13栋,,,5,5,505房,505房
淘金地电子商务孵化基地-a座 (深圳市龙华新区腾龙路淘金地大厦a栋5楼508),深圳市龙华新区腾龙路淘金地大厦,淘金地电子商务孵化基地,a栋,a座,,,5,5楼,508,508
麒麟西一巷-10栋 (龙岗区坂田五和南路麒麟西一巷10号905),龙岗区坂田五和南路麒麟西一巷10号,麒麟西一巷 (龙岗区坂田五和南路),10栋,10栋,,,9,9,905,905
悦龙华府一期 (悦龙华府希尔顿酒店),悦龙华府一期 (悦龙华府希尔顿酒店),悦龙华府希尔顿酒店,,,,,,,,
壹成环智中心b(壹方天地b区) (1301室),壹成环智中心b(壹方天地b区),壹成环智中心b(壹方天地b区),,,,,13,13,1301,1301室
星河worldf座 (28层优联设计),星河world,星河world,f座,f座,,,28层,28,,
正阳世纪星城英伦风情 (41号202),正阳世纪星城英伦风情,正阳世纪星城英伦风情,41,41号,,,2,2,202,202
星光之约花园-23号楼 (东区23栋401),星光之约花园,星光之约花园,23栋,23号楼,,,4,4,401,401
深圳北行车公寓 (行车公寓新大门),深圳北行车公寓 ,深圳北行车公寓 (行车公寓新大门),,,,,,,,
中央原著御珑苑 (南区2栋12楼e),中央原著御珑苑 (南区),中央原著御珑苑,2栋,2栋,,,12楼,12,e,e
深圳市肿瘤医院-行政楼-后宿舍楼 (深圳医院宿舍),深圳市肿瘤医院-行政楼-后宿舍楼 (深圳医院宿舍),深圳市肿瘤医院,,宿舍楼,,,,,,
汇德大厦 (1号楼 写字楼 42楼 (放楼下外卖柜就好),汇德大厦,汇德大厦,1号楼,1号楼,,,42楼,42,外卖柜,
创维群欣 (煜合森科技1栋5楼),创维群欣 (煜合森科技),创维群欣 (煜合森科技),1栋,1栋,,,5楼,5,,
星河world-g座 (2楼),星河world,星河world,g座,g座,,,2楼,2,,
水榭春天5期 (3b17c),水榭春天5期,水榭春天5期,3b,3,,b,17,17,c,c
君恒·愉酒店式服务公寓(润达圆庭店) (e栋25a),君恒·愉酒店式服务公寓(润达圆庭店),君恒·愉酒店式服务公寓,e栋,e栋,,,25,25,a,a
美客通(回龙埔店) (美客通旁，到了请打电话),美客通(回龙埔店) ,美客通(回龙埔店),,,,,,,,
天旭大厦 (长坑路东二巷7-11鹏达一次性餐具),天旭大厦 (长坑路东二巷),天旭大厦 (长坑路东二巷7-11鹏达一次性餐具),7,,,,,,1,
光雅园承包店 (光雅园一巷21号310),光雅园承包店 (光雅园一巷),光雅园承包店,21号,,,,3,3,310,310
万科第五园 (五期 5栋1605(门禁3603)),万科第五园,万科第五园 (五期 ),5栋,5栋,,,16,16,1605,1605
龙光玖钻 (2b栋4403房),龙光玖钻,龙光玖钻 ,2b栋,2b栋,,,44,44,4403房,4403
大发埔村 (长发西路65号502),大发埔村 (长发西路6号),大发埔村 (长发西路6号),,,,,5,5,502,502
春华四季园二期 (26栋2单元3b),春华四季园二期,春华四季园二期 ,26栋,26栋,2单元,2单元,3,3,b,b
深圳市龙岗区大家源午托中心 (新亚洲花园商业街1层1c39号商铺必胜客宅急送),深圳市龙岗区大家源午托中心 (新亚洲花园商业街),深圳市龙岗区大家源午托中心,,,,,1层,1,1c39号,
中海朗月苑-5栋 (坂田中海月朗苑5栋二单元12 d),坂田中海月朗苑,中海朗月苑,5栋,5栋,二单元,二单元,12,12,d,d
欣新商行 (楼上唐家公寓2栋4楼403),欣新商行 (楼上唐家公寓),欣新商行 (楼上唐家公寓),2栋,2栋,,,4,4楼,403,403
坂田创意园y3 (1f11),坂田创意园,坂田创意园,y3,y3,,,1f1,1,1,f11
十二橡树庄园1期 (临街商铺云存数据),十二橡树庄园1期,十二橡树庄园1期 (临街商铺云存数据),,,,,,,,
万科星火online-7栋 (万科星火7栋112单元(思空前台)),万科星火online,万科星火online,7栋,7栋,12单元,112单元,,,1,
世纪春城七号地-a栋 (广东省深圳市龙华新区民治街道民治社区世纪春城(7号地块)1栋a单元1003 ),世纪春城七号地,世纪春城七号地,a栋1,1栋,a单元,a单元,10,10,1003,1003
星河world tower b (星河world b栋大厦 13层1303号),星河world tower,星河world tower,b栋,b,,,13层,13,1303号,1303
松仔园 (三区十二号802),松仔园 (三区十二号),松仔园三区十二号,,,,,8,8,802,802
星河world-g座 (g2栋16楼),星河world,星河world,g2栋,g2栋,,,16楼,16,,
东明大厦(民康路) (1021 到1022室),东明大厦(民康路),东明大厦(民康路),,,,,10,,1021,
1970科技园 (8栋315 5a),1970科技园,1970科技园 ,8栋,8栋,,,3,3,315a,315 5a
动车国际大厦 (九楼901),动车国际大厦,动车国际大厦 ,,,,,九楼,9,901,901
深圳北站港澳青年创新创业中心 (汇德大厦写字楼13楼1331(非公寓)),深圳北站港澳青年创新创业中心 (汇德大厦写字楼),深圳北站港澳青年创新创业中心,,,,,13楼,13楼,1331,1331
南坑第二工业区 (综合楼五楼),南坑第二工业区,南坑第二工业区(综合楼),,,,,五楼,五楼,,
1970科技园 (6栋606),1970科技园,1970科技园 ,栋,栋,,,6,6,606,606
星河worldg座 (g2座 11楼 (桂林智神)),星河world桂林智神),星河world,g2座,g座,,,11楼,11楼,,
十二橡树庄园i2号楼 (一期i2号楼2单元303a),十二橡树庄园一期,十二橡树庄园,2号楼,i2号楼,2单元,2单元,3,3,303a,303a
城投七里香谢 (北门1栋3单元11楼c 放门口不用打电话谢谢),城投七里香,城投七里香谢 (北门),1栋,1栋,3单元,3单元,11楼,11,c,c
万科·金域华府(新区大道) (2期1栋a座902),万科·金域华府(新区大道),万科·金域华府(新区大道) (2期),1栋a座,1栋a座,,,9,9,902,902
东吴工业园10栋 (215房),东吴工业园,东吴工业园,10栋,10栋,,,2,2,215房,215
樟坑1区 (樟坑一区83栋801),樟坑1区,樟坑1区,3栋,3栋,,,8,8,801,801
卓越皇后道别墅 (6b29d),卓越皇后道别墅,卓越皇后道别墅,6b,6,,b,29,29,d,d
星河world二期-d栋 (4层4e),星河world二期,星河world二期,d栋,d栋,,,4层,4,e,4e
龙华区科技创新中心-26座 (5楼502),龙华区科技创新中心,龙华区科技创新中心,26座,26座,,,5,5楼,502,502
